Name,Matches Played,Wickets,Home Average,Away Average,Home Strike Rate,Away Strike Rate,Economy,Ground,Pitch,Total Wickets,Opponent,Weather,Home/Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Trinidad,Slow,15,New zealand,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Trinidad,Slow,88,New zealand,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Trinidad,Slow,132,New zealand,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Trinidad,Slow,144,New zealand,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Trinidad,Slow,15,New zealand,Cold,Away
YS Chahal,51,4,29.64,25.5,33,30.68,5.08,Trinidad,Slow,88,New zealand,Cold,Away
B Kumar,114,2,43.09,30.36,48.18,37.85,5.02,Trinidad,Slow,132,New zealand,Cold,Away
K Yadav,60,1,31.97,22.28,33.36,25.09,5.11,Trinidad,Slow,104,New zealand,Cold,Away
YS Chahal,51,1,24.43,36.75,27.43,36,5.08,Trinidad,Slow,88,New zealand,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Old Trafford,Bowling,104,West Indies,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,West Indies,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,West Indies,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,West Indies,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,West Indies,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,West Indies,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,West Indies,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,West Indies,Cold,Away
YS Chahal,51,2,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,West Indies,Cold,Away
B Kumar,114,3,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,West Indies,Cold,Away
K Yadav,60,4,31.97,22.28,33.36,25.09,5.11,Old Trafford,Bowling,104,West Indies,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Headingley,Battng,88,West Indies,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Headingley,Battng,104,West Indies,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Headingley,Battng,132,West Indies,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Headingley,Battng,144,West Indies,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Headingley,Battng,15,West Indies,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Headingley,Battng,88,West Indies,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Headingley,Battng,132,West Indies,Cold,Away
M Shami,77,4,31.97,22.28,33.36,25.09,5.58,Headingley,Battng,144,West Indies,Cold,Away
KK Ahmed,11,2,24.43,36.75,27.43,36,5.81,Headingley,Battng,15,West Indies,Cold,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Headingley,Battng,88,West Indies,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Headingley,Battng,132,West Indies,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Old Trafford,Bowling,104,South Africa,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Old Trafford,Bowling,88,South Africa,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Old Trafford,Bowling,104,South Africa,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,South Africa,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,South Africa,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,South Africa,Cold,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,South Africa,Cold,Away
B Kumar,114,4,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,South Africa,Cold,Away
M Shami,77,2,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,South Africa,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,South Africa,Cold,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,South Africa,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Southampton,Battng,132,Sri Lanka,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Southampton,Battng,104,Sri Lanka,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Southampton,Battng,88,Sri Lanka,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Southampton,Battng,104,Sri Lanka,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Southampton,Battng,132,Sri Lanka,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Southampton,Battng,144,Sri Lanka,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Southampton,Battng,15,Sri Lanka,Cold,Away
YS Chahal,51,4,29.64,25.5,33,30.68,5.08,Southampton,Battng,88,Sri Lanka,Cold,Away
B Kumar,114,2,43.09,30.36,48.18,37.85,5.02,Southampton,Battng,132,Sri Lanka,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Southampton,Battng,144,Sri Lanka,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Southampton,Battng,15,Sri Lanka,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,Austrelia,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Austrelia,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Old Trafford,Bowling,104,Austrelia,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Old Trafford,Bowling,88,Austrelia,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Old Trafford,Bowling,104,Austrelia,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Austrelia,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,Austrelia,Cold,Away
KK Ahmed,11,4,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,Austrelia,Cold,Away
YS Chahal,51,2,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,Austrelia,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Austrelia,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,Austrelia,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,West Indies,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,West Indies,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,West Indies,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Edgbaston,Bowling,104,West Indies,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Edgbaston,Bowling,88,West Indies,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Edgbaston,Bowling,104,West Indies,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,West Indies,Cold,Away
M Shami,77,4,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,West Indies,Cold,Away
KK Ahmed,11,2,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,West Indies,Cold,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,West Indies,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,West Indies,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Englanad,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,Englanad,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,Englanad,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Englanad,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Edgbaston,Bowling,104,Englanad,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Edgbaston,Bowling,88,Englanad,Cold,Away
J Bumrah,63,1,29.64,25.5,33,30.68,4.54,Edgbaston,Bowling,104,Englanad,Cold,Away
B Kumar,114,4,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Englanad,Cold,Away
M Shami,77,2,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Englanad,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,Englanad,Cold,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,Englanad,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Afganistan,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Afganistan,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,Afganistan,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,Afganistan,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Afganistan,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Edgbaston,Bowling,104,Afganistan,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Edgbaston,Bowling,88,Afganistan,Cold,Away
J Bumrah,63,1,29.64,25.5,33,30.68,4.54,Edgbaston,Bowling,104,Afganistan,Cold,Away
B Kumar,114,2,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Afganistan,Cold,Away
M Shami,77,3,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Afganistan,Cold,Away
KK Ahmed,11,4,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,Afganistan,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Headingley,Battng,88,Bangladseh,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Headingley,Battng,132,Bangladseh,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Headingley,Battng,144,Bangladseh,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Headingley,Battng,15,Bangladseh,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Headingley,Battng,88,Bangladseh,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Headingley,Battng,132,Bangladseh,Cold,Away
K Yadav,60,1,31.97,22.28,33.36,25.09,5.11,Headingley,Battng,104,Bangladseh,Cold,Away
YS Chahal,51,4,24.43,36.75,27.43,36,5.08,Headingley,Battng,88,Bangladseh,Cold,Away
J Bumrah,63,2,29.64,25.5,33,30.68,4.54,Headingley,Battng,104,Bangladseh,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Headingley,Battng,132,Bangladseh,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Headingley,Battng,144,Bangladseh,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,New zealand,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,New zealand,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,New zealand,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,New zealand,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,New zealand,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,New zealand,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,New zealand,Cold,Away
K Yadav,60,4,31.97,22.28,33.36,25.09,5.11,Old Trafford,Bowling,104,New zealand,Cold,Away
YS Chahal,51,2,24.43,36.75,27.43,36,5.08,Old Trafford,Bowling,88,New zealand,Cold,Away
J Bumrah,63,1,29.64,25.5,33,30.68,4.54,Old Trafford,Bowling,104,New zealand,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,New zealand,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Hyderabad,Battng,144,West Indies,Hot and humid,Home
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Hyderabad,Battng,15,West Indies,Hot and humid,Home
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Hyderabad,Battng,88,West Indies,Hot and humid,Home
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Hyderabad,Battng,132,West Indies,Hot and humid,Home
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Hyderabad,Battng,144,West Indies,Hot and humid,Home
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Hyderabad,Battng,15,West Indies,Hot and humid,Home
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Hyderabad,Battng,88,West Indies,Hot and humid,Home
B Kumar,114,4,43.09,30.36,48.18,37.85,5.02,Hyderabad,Battng,132,West Indies,Hot and humid,Home
K Yadav,60,2,31.97,22.28,33.36,25.09,5.11,Hyderabad,Battng,104,West Indies,Hot and humid,Home
YS Chahal,51,1,24.43,36.75,27.43,36,5.08,Hyderabad,Battng,88,West Indies,Hot and humid,Home
J Bumrah,63,1,29.64,25.5,33,30.68,4.54,Hyderabad,Battng,104,West Indies,Hot and humid,Home
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Vidharbha,Battng,132,West Indies,Hot and humid,Home
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Vidharbha,Battng,144,West Indies,Hot and humid,Home
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Vidharbha,Battng,15,West Indies,Hot and humid,Home
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Vidharbha,Battng,88,West Indies,Hot and humid,Home
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Vidharbha,Battng,132,West Indies,Hot and humid,Home
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Vidharbha,Battng,144,West Indies,Hot and humid,Home
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Vidharbha,Battng,15,West Indies,Hot and humid,Home
YS Chahal,51,4,29.64,25.5,33,30.68,5.08,Vidharbha,Battng,88,West Indies,Hot and humid,Home
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Vidharbha,Battng,132,West Indies,Hot and humid,Home
K Yadav,60,3,31.97,22.28,33.36,25.09,5.11,Vidharbha,Battng,104,West Indies,Hot and humid,Home
YS Chahal,51,1,24.43,36.75,27.43,36,5.08,Vidharbha,Battng,88,West Indies,Hot and humid,Home
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Ranchi,Slow and low,104,South Africa,Hot and humid,Home
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Ranchi,Slow and low,132,South Africa,Hot and humid,Home
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Ranchi,Slow and low,144,South Africa,Hot and humid,Home
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Ranchi,Slow and low,15,South Africa,Hot and humid,Home
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Ranchi,Slow and low,88,South Africa,Hot and humid,Home
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Ranchi,Slow and low,132,South Africa,Hot and humid,Home
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Ranchi,Slow and low,144,South Africa,Hot and humid,Home
KK Ahmed,11,4,24.43,36.75,27.43,36,5.81,Ranchi,Slow and low,15,South Africa,Hot and humid,Home
YS Chahal,51,2,29.64,25.5,33,30.68,5.08,Ranchi,Slow and low,88,South Africa,Hot and humid,Home
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Ranchi,Slow and low,132,South Africa,Hot and humid,Home
K Yadav,60,1,31.97,22.28,33.36,25.09,5.11,Ranchi,Slow and low,104,South Africa,Hot and humid,Home
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Chandigarh,Pace and Bounce,88,Sri Lanka,Hot and humid,Home
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Chandigarh,Pace and Bounce,104,Sri Lanka,Hot and humid,Home
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Chandigarh,Pace and Bounce,132,Sri Lanka,Hot and humid,Home
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Chandigarh,Pace and Bounce,144,Sri Lanka,Hot and humid,Home
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Chandigarh,Pace and Bounce,15,Sri Lanka,Hot and humid,Home
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Chandigarh,Pace and Bounce,88,Sri Lanka,Hot and humid,Home
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Chandigarh,Pace and Bounce,132,Sri Lanka,Hot and humid,Home
M Shami,77,4,31.97,22.28,33.36,25.09,5.58,Chandigarh,Pace and Bounce,144,Sri Lanka,Hot and humid,Home
KK Ahmed,11,2,24.43,36.75,27.43,36,5.81,Chandigarh,Pace and Bounce,15,Sri Lanka,Hot and humid,Home
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Chandigarh,Pace and Bounce,88,Sri Lanka,Hot and humid,Home
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Chandigarh,Pace and Bounce,132,Sri Lanka,Hot and humid,Home
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Delhi,Battng,104,Austrelia,Hot and humid,Home
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Delhi,Battng,88,Austrelia,Hot and humid,Home
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Delhi,Battng,104,Austrelia,Hot and humid,Home
B Kumar,114,4,43.09,30.36,48.18,37.85,5.02,Delhi,Battng,132,Austrelia,Hot and humid,Home
B Kumar,114,4,43.09,30.36,48.18,37.85,5.02,Trinidad,Slow,132,West Indies,Hot and humid,Away
M Shami,77,2,31.97,22.28,33.36,25.09,5.58,Trinidad,Slow,144,West Indies,Hot and humid,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Trinidad,Slow,15,West Indies,Hot and humid,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Trinidad,Slow,88,West Indies,Hot and humid,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Trinidad,Slow,132,West Indies,Hot and humid,Away
M Shami,77,2,31.97,22.28,33.36,25.09,5.58,Trinidad,Slow,144,West Indies,Hot and humid,Away
KK Ahmed,11,3,24.43,36.75,27.43,36,5.81,Trinidad,Slow,15,West Indies,Hot and humid,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Trinidad,Slow,88,West Indies,Hot and humid,Away
B Kumar,114,2,43.09,30.36,48.18,37.85,5.02,Southampton,Battng,132,South Africa,Cold,Away
K Yadav,60,2,31.97,22.28,33.36,25.09,5.11,Southampton,Battng,104,South Africa,Cold,Away
YS Chahal,51,3,24.43,36.75,27.43,36,5.08,Southampton,Battng,88,South Africa,Cold,Away
J Bumrah,63,1,29.64,25.5,33,30.68,4.54,Southampton,Battng,104,South Africa,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,The Oval,Bounce and Pace,132,Sri Lanka,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,The Oval,Bounce and Pace,144,Sri Lanka,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,The Oval,Bounce and Pace,15,Sri Lanka,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,The Oval,Bounce and Pace,88,Sri Lanka,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,The Oval,Bounce and Pace,132,Sri Lanka,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,The Oval,Bounce and Pace,144,Sri Lanka,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,The Oval,Bounce and Pace,15,Sri Lanka,Cold,Away
YS Chahal,51,2,29.64,25.5,33,30.68,5.08,The Oval,Bounce and Pace,88,Sri Lanka,Cold,Away
B Kumar,114,3,43.09,30.36,48.18,37.85,5.02,The Oval,Bounce and Pace,132,Sri Lanka,Cold,Away
K Yadav,60,3,31.97,22.28,33.36,25.09,5.11,The Oval,Bounce and Pace,104,Sri Lanka,Cold,Away
YS Chahal,51,2,24.43,36.75,27.43,36,5.08,The Oval,Bounce and Pace,88,Sri Lanka,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Old Trafford,Bowling,104,Austrelia,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Austrelia,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,Austrelia,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,Austrelia,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,Austrelia,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Austrelia,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,Austrelia,Cold,Away
KK Ahmed,11,4,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,Austrelia,Cold,Away
YS Chahal,51,2,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,Austrelia,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Austrelia,Cold,Away
K Yadav,60,1,31.97,22.28,33.36,25.09,5.11,Old Trafford,Bowling,104,Austrelia,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Southampton,Battng,88,West Indies,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Southampton,Battng,104,West Indies,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Southampton,Battng,132,West Indies,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Southampton,Battng,144,West Indies,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Southampton,Battng,15,West Indies,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Southampton,Battng,88,West Indies,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Southampton,Battng,132,West Indies,Cold,Away
M Shami,77,2,31.97,22.28,33.36,25.09,5.58,Southampton,Battng,144,West Indies,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Southampton,Battng,15,West Indies,Cold,Away
YS Chahal,51,4,29.64,25.5,33,30.68,5.08,Southampton,Battng,88,West Indies,Cold,Away
B Kumar,114,2,43.09,30.36,48.18,37.85,5.02,Southampton,Battng,132,West Indies,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Old Trafford,Bowling,104,Englanad,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Old Trafford,Bowling,88,Englanad,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Old Trafford,Bowling,104,Englanad,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Englanad,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,Englanad,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,Englanad,Cold,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,Englanad,Cold,Away
B Kumar,114,4,43.09,30.36,48.18,37.85,5.02,Old Trafford,Bowling,132,Englanad,Cold,Away
M Shami,77,2,31.97,22.28,33.36,25.09,5.58,Old Trafford,Bowling,144,Englanad,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Old Trafford,Bowling,15,Englanad,Cold,Away
YS Chahal,51,1,29.64,25.5,33,30.68,5.08,Old Trafford,Bowling,88,Englanad,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Afganistan,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Edgbaston,Bowling,104,Afganistan,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Edgbaston,Bowling,88,Afganistan,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Edgbaston,Bowling,104,Afganistan,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Afganistan,Cold,Away
M Shami,77,0,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Afganistan,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,Afganistan,Cold,Away
YS Chahal,51,4,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,Afganistan,Cold,Away
B Kumar,114,2,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Afganistan,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Afganistan,Cold,Away
KK Ahmed,11,1,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,Afganistan,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,Bangladseh,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Bangladseh,Cold,Away
K Yadav,60,0,31.97,22.28,33.36,25.09,5.11,Edgbaston,Bowling,104,Bangladseh,Cold,Away
YS Chahal,51,0,24.43,36.75,27.43,36,5.08,Edgbaston,Bowling,88,Bangladseh,Cold,Away
J Bumrah,63,0,29.64,25.5,33,30.68,4.54,Edgbaston,Bowling,104,Bangladseh,Cold,Away
B Kumar,114,0,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Bangladseh,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Bangladseh,Cold,Away
KK Ahmed,11,4,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,Bangladseh,Cold,Away
YS Chahal,51,2,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,Bangladseh,Cold,Away
B Kumar,114,1,43.09,30.36,48.18,37.85,5.02,Edgbaston,Bowling,132,Bangladseh,Cold,Away
M Shami,77,1,31.97,22.28,33.36,25.09,5.58,Edgbaston,Bowling,144,Bangladseh,Cold,Away
KK Ahmed,11,0,24.43,36.75,27.43,36,5.81,Edgbaston,Bowling,15,New zealand,Cold,Away
YS Chahal,51,0,29.64,25.5,33,30.68,5.08,Edgbaston,Bowling,88,New zealand,Cold,Away
